cve_id,description,cvss_score,severity,published_date,cwe_ids,cleaned_description,extracted_entities,tokens,token_count,sentences,sentence_count
CVE-2000-1053,Allaire JRun 2.3.3 server allows remote attackers to compile and execute JSP code by inserting it via a cross-site scripting (CSS) attack and directly calling the com.livesoftware.jrun.plugins.JSP JSP servlet.,10.0,CRITICAL,2000-12-11T05:00:00.000,Unknown,Allaire JRun 2.3.3 server allows remote attackers to compile and execute JSP code by inserting it via a cross-site scripting (CSS) attack and directly calling the com.livesoftware.jrun.plugins.JSP JSP servlet.,{'version': ['2.3.3']},"['allaire', 'jrun', '2.3.3', 'server', 'allows', 'remote', 'attackers', 'to', 'compile', 'and', 'execute', 'jsp', 'code', 'by', 'inserting', 'it', 'via', 'cross-site', 'scripting', 'css', 'attack', 'and', 'directly', 'calling', 'the', 'com.livesoftware.jrun.plugins.jsp', 'jsp', 'servlet']",28,['Allaire JRun 2.3.3 server allows remote attackers to compile and execute JSP code by inserting it via a cross-site scripting (CSS) attack and directly calling the com.livesoftware.jrun.plugins.JSP JSP servlet.'],1
CVE-2005-1674,Cross-Site Request Forgery (CSRF) vulnerability in Help Center Live allows remote attackers to perform actions as the administrator via a link or IMG tag to view.php.,6.5,MEDIUM,2005-05-19T04:00:00.000,"CWE-352, CWE-352",Cross-Site Request Forgery (CSRF) vulnerability in Help Center Live allows remote attackers to perform actions as the administrator via a link or IMG tag to view.php.,{},"['cross-site', 'request', 'forgery', 'csrf', 'vulnerability', 'in', 'help', 'center', 'live', 'allows', 'remote', 'attackers', 'to', 'perform', 'actions', 'as', 'the', 'administrator', 'via', 'link', 'or', 'img', 'tag', 'to', 'view.php']",25,['Cross-Site Request Forgery (CSRF) vulnerability in Help Center Live allows remote attackers to perform actions as the administrator via a link or IMG tag to view.php.'],1
CVE-2014-9292,Server-side request forgery (SSRF) vulnerability in proxy.php in the jRSS Widget plugin 1.2 and earlier for WordPress allows remote attackers to trigger outbound requests and enumerate open ports via the url parameter.,5.8,MEDIUM,2014-12-05T22:59:00.067,Unknown,Server-side request forgery (SSRF) vulnerability in proxy.php in the jRSS Widget plugin 1.2 and earlier for WordPress allows remote attackers to trigger outbound requests and enumerate open ports via the url parameter.,{'version': ['1.2']},"['server-side', 'request', 'forgery', 'ssrf', 'vulnerability', 'in', 'proxy.php', 'in', 'the', 'jrss', 'widget', 'plugin', '1.2', 'and', 'earlier', 'for', 'wordpress', 'allows', 'remote', 'attackers', 'to', 'trigger', 'outbound', 'requests', 'and', 'enumerate', 'open', 'ports', 'via', 'the', 'url', 'parameter']",32,['Server-side request forgery (SSRF) vulnerability in proxy.php in the jRSS Widget plugin 1.2 and earlier for WordPress allows remote attackers to trigger outbound requests and enumerate open ports via the url parameter.'],1
CVE-2000-0233,SuSE Linux IMAP server allows remote attackers to bypass IMAP authentication and gain privileges.,10.0,CRITICAL,2000-03-15T05:00:00.000,Unknown,SuSE Linux IMAP server allows remote attackers to bypass IMAP authentication and gain privileges.,{},"['suse', 'linux', 'imap', 'server', 'allows', 'remote', 'attackers', 'to', 'bypass', 'imap', 'authentication', 'and', 'gain', 'privileges']",14,['SuSE Linux IMAP server allows remote attackers to bypass IMAP authentication and gain privileges.'],1
CVE-2000-0746,"Vulnerabilities in IIS 4.0 and 5.0 do not properly protect against cross-site scripting (CSS) attacks.  They allow a malicious web site operator to embed scripts in a link to a trusted site, which are returned without quoting in an error message back to the client.  The client then executes those scripts in the same context as the trusted site, aka the ""IIS Cross-Site Scripting"" vulnerabilities.",7.5,HIGH,2000-10-20T04:00:00.000,Unknown,"Vulnerabilities in IIS 4.0 and 5.0 do not properly protect against cross-site scripting (CSS) attacks. They allow a malicious web site operator to embed scripts in a link to a trusted site, which are returned without quoting in an error message back to the client. The client then executes those scripts in the same context as the trusted site, aka the ""IIS Cross-Site Scripting"" vulnerabilities.","{'version': ['4.0', '5.0']}","['vulnerabilities', 'in', 'iis', '4.0', 'and', '5.0', 'do', 'not', 'properly', 'protect', 'against', 'cross-site', 'scripting', 'css', 'attacks', 'they', 'allow', 'malicious', 'web', 'site', 'operator', 'to', 'embed', 'scripts', 'in', 'link', 'to', 'trusted', 'site', 'which', 'are', 'returned', 'without', 'quoting', 'in', 'an', 'error', 'message', 'back', 'to', 'the', 'client', 'the', 'client', 'then', 'executes', 'those', 'scripts', 'in', 'the', 'same', 'context', 'as', 'the', 'trusted', 'site', 'aka', 'the', '``', 'iis', 'cross-site', 'scripting', ""''"", 'vulnerabilities']",64,"['Vulnerabilities in IIS 4.0 and 5.0 do not properly protect against cross-site scripting (CSS) attacks.', 'They allow a malicious web site operator to embed scripts in a link to a trusted site, which are returned without quoting in an error message back to the client.', 'The client then executes those scripts in the same context as the trusted site, aka the ""IIS Cross-Site Scripting"" vulnerabilities.']",3
CVE-2004-1967,"Cross-site request forgery (CSRF) vulnerabilities in (1) cp_forums.php, (2) cp_usergroup.php, (3) cp_ipbans.php, (4) myhome.php, (5) post.php, or (6) moderator.php in Open Bulletin Board (OpenBB) 1.0.6 and earlier allow remote attackers to execute arbitrary code by including the code in an image tag or a link.",8.8,HIGH,2004-04-25T04:00:00.000,CWE-352,"Cross-site request forgery (CSRF) vulnerabilities in (1) cp_forums.php, (2) cp_usergroup.php, (3) cp_ipbans.php, (4) myhome.php, (5) post.php, or (6) moderator.php in Open Bulletin Board (OpenBB) 1.0.6 and earlier allow remote attackers to execute arbitrary code by including the code in an image tag or a link.",{'version': ['1.0.6']},"['cross-site', 'request', 'forgery', 'csrf', 'vulnerabilities', 'in', 'cp_forums.php', 'cp_usergroup.php', 'cp_ipbans.php', 'myhome.php', 'post.php', 'or', 'moderator.php', 'in', 'open', 'bulletin', 'board', 'openbb', '1.0.6', 'and', 'earlier', 'allow', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'code', 'by', 'including', 'the', 'code', 'in', 'an', 'image', 'tag', 'or', 'link']",38,"['Cross-site request forgery (CSRF) vulnerabilities in (1) cp_forums.php, (2) cp_usergroup.php, (3) cp_ipbans.php, (4) myhome.php, (5) post.php, or (6) moderator.php in Open Bulletin Board (OpenBB) 1.0.6 and earlier allow remote attackers to execute arbitrary code by including the code in an image tag or a link.']",1
CVE-2002-0645,SQL injection vulnerability in stored procedures for Microsoft SQL Server 2000 and Microsoft Desktop Engine (MSDE) 2000 may allow authenticated users to execute arbitrary commands.,7.5,HIGH,2002-08-12T04:00:00.000,Unknown,SQL injection vulnerability in stored procedures for Microsoft SQL Server 2000 and Microsoft Desktop Engine (MSDE) 2000 may allow authenticated users to execute arbitrary commands.,{},"['sql', 'injection', 'vulnerability', 'in', 'stored', 'procedures', 'for', 'microsoft', 'sql', 'server', '2000', 'and', 'microsoft', 'desktop', 'engine', 'msde', '2000', 'may', 'allow', 'authenticated', 'users', 'to', 'execute', 'arbitrary', 'commands']",25,['SQL injection vulnerability in stored procedures for Microsoft SQL Server 2000 and Microsoft Desktop Engine (MSDE) 2000 may allow authenticated users to execute arbitrary commands.'],1
CVE-2002-0719,SQL injection vulnerability in the function that services for Microsoft Content Management Server (MCMS) 2001 allows remote attackers to execute arbitrary commands via an MCMS resource request for image files or other files.,7.5,HIGH,2002-08-12T04:00:00.000,Unknown,SQL injection vulnerability in the function that services for Microsoft Content Management Server (MCMS) 2001 allows remote attackers to execute arbitrary commands via an MCMS resource request for image files or other files.,{},"['sql', 'injection', 'vulnerability', 'in', 'the', 'function', 'that', 'services', 'for', 'microsoft', 'content', 'management', 'server', 'mcms', '2001', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'commands', 'via', 'an', 'mcms', 'resource', 'request', 'for', 'image', 'files', 'or', 'other', 'files']",33,['SQL injection vulnerability in the function that services for Microsoft Content Management Server (MCMS) 2001 allows remote attackers to execute arbitrary commands via an MCMS resource request for image files or other files.'],1
CVE-2001-1482,SQL injection vulnerability in bb_memberlist.php for phpBB 1.4.2 allows remote attackers to execute arbitrary SQL queries via the $sortby variable.,7.5,HIGH,2001-12-31T05:00:00.000,Unknown,SQL injection vulnerability in bb_memberlist.php for phpBB 1.4.2 allows remote attackers to execute arbitrary SQL queries via the $sortby variable.,{'version': ['1.4.2']},"['sql', 'injection', 'vulnerability', 'in', 'bb_memberlist.php', 'for', 'phpbb', '1.4.2', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'sql', 'queries', 'via', 'the', 'sortby', 'variable']",20,['SQL injection vulnerability in bb_memberlist.php for phpBB 1.4.2 allows remote attackers to execute arbitrary SQL queries via the $sortby variable.'],1
CVE-2013-2199,"The HTTP API in WordPress before 3.5.2 allows remote attackers to send HTTP requests to intranet servers via unspecified vectors, related to a Server-Side Request Forgery (SSRF) issue, a similar vulnerability to CVE-2013-0235.",4.3,MEDIUM,2013-07-08T20:55:01.023,CWE-264,"The HTTP API in WordPress before 3.5.2 allows remote attackers to send HTTP requests to intranet servers via unspecified vectors, related to a Server-Side Request Forgery (SSRF) issue, a similar vulnerability to CVE-2013-0235.","{'cve_id': ['CVE-2013-0235'], 'version': ['3.5.2']}","['the', 'http', 'api', 'in', 'wordpress', 'before', '3.5.2', 'allows', 'remote', 'attackers', 'to', 'send', 'http', 'requests', 'to', 'intranet', 'servers', 'via', 'unspecified', 'vectors', 'related', 'to', 'server-side', 'request', 'forgery', 'ssrf', 'issue', 'similar', 'vulnerability', 'to', 'cve-2013-0235']",31,"['The HTTP API in WordPress before 3.5.2 allows remote attackers to send HTTP requests to intranet servers via unspecified vectors, related to a Server-Side Request Forgery (SSRF) issue, a similar vulnerability to CVE-2013-0235.']",1
CVE-2014-9038,"wp-includes/http.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to conduct server-side request forgery (SSRF) attacks by referring to a 127.0.0.0/8 resource.",6.4,MEDIUM,2014-11-25T23:59:09.287,CWE-20,"wp-includes/http.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to conduct server-side request forgery (SSRF) attacks by referring to a 127.0.0.0/8 resource.","{'ip_address': ['127.0.0.0'], 'version': ['3.7.5', '3.8.', '3.8.5', '3.9.', '3.9.3', '4.0.1', '127.0.0']}","['wp-includes/http.php', 'in', 'wordpress', 'before', '3.7.5', '3.8.x', 'before', '3.8.5', '3.9.x', 'before', '3.9.3', 'and', '4.x', 'before', '4.0.1', 'allows', 'remote', 'attackers', 'to', 'conduct', 'server-side', 'request', 'forgery', 'ssrf', 'attacks', 'by', 'referring', 'to', '127.0.0.0/8', 'resource']",30,"['wp-includes/http.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to conduct server-side request forgery (SSRF) attacks by referring to a 127.0.0.0/8 resource.']",1
CVE-2014-9301,"Server-side request forgery (SSRF) vulnerability in the proxy servlet in Alfresco Community Edition before 5.0.a allows remote attackers to trigger outbound requests to intranet servers, conduct port scans, and read arbitrary files via a crafted URI in the endpoint parameter.",6.4,MEDIUM,2014-12-07T21:59:02.570,Unknown,"Server-side request forgery (SSRF) vulnerability in the proxy servlet in Alfresco Community Edition before 5.0.a allows remote attackers to trigger outbound requests to intranet servers, conduct port scans, and read arbitrary files via a crafted URI in the endpoint parameter.",{'version': ['5.0.']},"['server-side', 'request', 'forgery', 'ssrf', 'vulnerability', 'in', 'the', 'proxy', 'servlet', 'in', 'alfresco', 'community', 'edition', 'before', '5.0.a', 'allows', 'remote', 'attackers', 'to', 'trigger', 'outbound', 'requests', 'to', 'intranet', 'servers', 'conduct', 'port', 'scans', 'and', 'read', 'arbitrary', 'files', 'via', 'crafted', 'uri', 'in', 'the', 'endpoint', 'parameter']",39,"['Server-side request forgery (SSRF) vulnerability in the proxy servlet in Alfresco Community Edition before 5.0.a allows remote attackers to trigger outbound requests to intranet servers, conduct port scans, and read arbitrary files via a crafted URI in the endpoint parameter.']",1
CVE-2005-0535,Cross-site request forgery (CSRF) vulnerability in MediaWiki 1.3.x before 1.3.11 and 1.4 beta before 1.4 rc1 allows remote attackers to perform unauthorized actions as authenticated MediaWiki users.,7.5,HIGH,2005-02-22T05:00:00.000,Unknown,Cross-site request forgery (CSRF) vulnerability in MediaWiki 1.3.x before 1.3.11 and 1.4 beta before 1.4 rc1 allows remote attackers to perform unauthorized actions as authenticated MediaWiki users.,"{'version': ['1.3.', '1.3.11', '1.4']}","['cross-site', 'request', 'forgery', 'csrf', 'vulnerability', 'in', 'mediawiki', '1.3.x', 'before', '1.3.11', 'and', '1.4', 'beta', 'before', '1.4', 'rc1', 'allows', 'remote', 'attackers', 'to', 'perform', 'unauthorized', 'actions', 'as', 'authenticated', 'mediawiki', 'users']",27,['Cross-site request forgery (CSRF) vulnerability in MediaWiki 1.3.x before 1.3.11 and 1.4 beta before 1.4 rc1 allows remote attackers to perform unauthorized actions as authenticated MediaWiki users.'],1
CVE-2014-5297,The actionSendErrorReport method in protected/controllers/SiteController.php in X2Engine 2.8 through 4.1.7 allows remote attackers to conduct PHP object injection and Server-Side Request Forgery (SSRF) attacks via crafted serialized data in the report parameter.,7.5,HIGH,2014-10-10T01:55:11.087,CWE-94,The actionSendErrorReport method in protected/controllers/SiteController.php in X2Engine 2.8 through 4.1.7 allows remote attackers to conduct PHP object injection and Server-Side Request Forgery (SSRF) attacks via crafted serialized data in the report parameter.,"{'version': ['2.8', '4.1.7']}","['the', 'actionsenderrorreport', 'method', 'in', 'protected/controllers/sitecontroller.php', 'in', 'x2engine', '2.8', 'through', '4.1.7', 'allows', 'remote', 'attackers', 'to', 'conduct', 'php', 'object', 'injection', 'and', 'server-side', 'request', 'forgery', 'ssrf', 'attacks', 'via', 'crafted', 'serialized', 'data', 'in', 'the', 'report', 'parameter']",32,['The actionSendErrorReport method in protected/controllers/SiteController.php in X2Engine 2.8 through 4.1.7 allows remote attackers to conduct PHP object injection and Server-Side Request Forgery (SSRF) attacks via crafted serialized data in the report parameter.'],1
CVE-2004-0235,"Multiple directory traversal vulnerabilities in LHA 1.14 allow remote attackers or local users to create arbitrary files via an LHA archive containing filenames with (1) .. sequences or (2) absolute pathnames with double leading slashes (""//absolute/path"").",6.4,MEDIUM,2004-08-18T04:00:00.000,Unknown,"Multiple directory traversal vulnerabilities in LHA 1.14 allow remote attackers or local users to create arbitrary files via an LHA archive containing filenames with (1) .. sequences or (2) absolute pathnames with double leading slashes (""//absolute/path"").",{'version': ['1.14']},"['multiple', 'directory', 'traversal', 'vulnerabilities', 'in', 'lha', '1.14', 'allow', 'remote', 'attackers', 'or', 'local', 'users', 'to', 'create', 'arbitrary', 'files', 'via', 'an', 'lha', 'archive', 'containing', 'filenames', 'with', '..', 'sequences', 'or', 'absolute', 'pathnames', 'with', 'double', 'leading', 'slashes', '``', '//absolute/path', ""''""]",36,"['Multiple directory traversal vulnerabilities in LHA 1.14 allow remote attackers or local users to create arbitrary files via an LHA archive containing filenames with (1) .. sequences or (2) absolute pathnames with double leading slashes (""//absolute/path"").']",1
CVE-2004-2403,"Cross-site request forgery (CSRF) vulnerability in YaBB 1 GOLD SP 1.3.2 allows remote attackers to perform unauthorized actions as the administrative user via a link or IMG tag to YaBB.pl that specifies the desired action, id, and moda parameters.",10.0,CRITICAL,2004-12-31T05:00:00.000,Unknown,"Cross-site request forgery (CSRF) vulnerability in YaBB 1 GOLD SP 1.3.2 allows remote attackers to perform unauthorized actions as the administrative user via a link or IMG tag to YaBB.pl that specifies the desired action, id, and moda parameters.",{'version': ['1.3.2']},"['cross-site', 'request', 'forgery', 'csrf', 'vulnerability', 'in', 'yabb', 'gold', 'sp', '1.3.2', 'allows', 'remote', 'attackers', 'to', 'perform', 'unauthorized', 'actions', 'as', 'the', 'administrative', 'user', 'via', 'link', 'or', 'img', 'tag', 'to', 'yabb.pl', 'that', 'specifies', 'the', 'desired', 'action', 'id', 'and', 'moda', 'parameters']",37,"['Cross-site request forgery (CSRF) vulnerability in YaBB 1 GOLD SP 1.3.2 allows remote attackers to perform unauthorized actions as the administrative user via a link or IMG tag to YaBB.pl that specifies the desired action, id, and moda parameters.']",1
CVE-1999-1481,"Squid 2.2.STABLE5 and below, when using external authentication, allows attackers to bypass access controls via a newline in the user/password pair.",5.0,MEDIUM,1999-12-31T05:00:00.000,Unknown,"Squid 2.2.STABLE5 and below, when using external authentication, allows attackers to bypass access controls via a newline in the user/password pair.",{'version': ['2.2.']},"['squid', '2.2.stable5', 'and', 'below', 'when', 'using', 'external', 'authentication', 'allows', 'attackers', 'to', 'bypass', 'access', 'controls', 'via', 'newline', 'in', 'the', 'user/password', 'pair']",20,"['Squid 2.2.STABLE5 and below, when using external authentication, allows attackers to bypass access controls via a newline in the user/password pair.']",1
CVE-1999-1357,"Netscape Communicator 4.04 through 4.7 (and possibly other versions) in various UNIX operating systems converts the 0x8b character to a ""<"" sign, and the 0x9b character to a "">"" sign, which could allow remote attackers to attack other clients via cross-site scripting (CSS) in CGI programs that do not filter these characters.",7.5,HIGH,1999-10-05T04:00:00.000,Unknown,"Netscape Communicator 4.04 through 4.7 (and possibly other versions) in various UNIX operating systems converts the 0x8b character to a """" sign, which could allow remote attackers to attack other clients via cross-site scripting (CSS) in CGI programs that do not filter these characters.","{'version': ['4.04', '4.7']}","['netscape', 'communicator', '4.04', 'through', '4.7', 'and', 'possibly', 'other', 'versions', 'in', 'various', 'unix', 'operating', 'systems', 'converts', 'the', '0x8b', 'character', 'to', '``', ""''"", 'sign', 'which', 'could', 'allow', 'remote', 'attackers', 'to', 'attack', 'other', 'clients', 'via', 'cross-site', 'scripting', 'css', 'in', 'cgi', 'programs', 'that', 'do', 'not', 'filter', 'these', 'characters']",44,"['Netscape Communicator 4.04 through 4.7 (and possibly other versions) in various UNIX operating systems converts the 0x8b character to a """" sign, which could allow remote attackers to attack other clients via cross-site scripting (CSS) in CGI programs that do not filter these characters.']",1
CVE-2013-0235,"The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.",6.4,MEDIUM,2013-07-08T20:55:00.883,Unknown,"The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.",{'version': ['3.5.1']},"['the', 'xmlrpc', 'api', 'in', 'wordpress', 'before', '3.5.1', 'allows', 'remote', 'attackers', 'to', 'send', 'http', 'requests', 'to', 'intranet', 'servers', 'and', 'conduct', 'port-scanning', 'attacks', 'by', 'specifying', 'crafted', 'source', 'url', 'for', 'pingback', 'related', 'to', 'server-side', 'request', 'forgery', 'ssrf', 'issue']",35,"['The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.']",1
CVE-2000-0610,NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that contains a carriage return.,5.0,MEDIUM,2000-06-23T04:00:00.000,Unknown,NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that contains a carriage return.,{'version': ['2.6']},"['netwin', 'dmailweb', 'and', 'cwmail', '2.6g', 'and', 'earlier', 'allows', 'remote', 'attackers', 'to', 'bypass', 'authentication', 'and', 'use', 'the', 'server', 'for', 'mail', 'relay', 'via', 'username', 'that', 'contains', 'carriage', 'return']",26,['NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that contains a carriage return.'],1
CVE-2002-2035,SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.,7.5,HIGH,2002-12-31T05:00:00.000,Unknown,SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.,{'version': ['1.0.0']},"['sql', 'injection', 'vulnerability', 'in', 'realityscape', 'mylogin', '2000', '1.0.0', 'and', 'earlier', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'sql', 'commands', 'via', 'the', 'username', 'or', 'password', 'in', 'the', 'login', 'form']",27,['SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.'],1
CVE-1999-0440,The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.,7.5,HIGH,1999-03-01T05:00:00.000,Unknown,The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.,{},"['the', 'byte', 'code', 'verifier', 'component', 'of', 'the', 'java', 'virtual', 'machine', 'jvm', 'allows', 'remote', 'execution', 'through', 'malicious', 'web', 'pages']",18,['The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.'],1
CVE-2010-3322,The XML parser in Splunk 4.0.0 through 4.1.4 allows remote authenticated users to obtain sensitive information and gain privileges via an XML External Entity (XXE) attack to unknown vectors.,8.8,HIGH,2010-09-14T17:00:02.400,CWE-611,The XML parser in Splunk 4.0.0 through 4.1.4 allows remote authenticated users to obtain sensitive information and gain privileges via an XML External Entity (XXE) attack to unknown vectors.,"{'version': ['4.0.0', '4.1.4']}","['the', 'xml', 'parser', 'in', 'splunk', '4.0.0', 'through', '4.1.4', 'allows', 'remote', 'authenticated', 'users', 'to', 'obtain', 'sensitive', 'information', 'and', 'gain', 'privileges', 'via', 'an', 'xml', 'external', 'entity', 'xxe', 'attack', 'to', 'unknown', 'vectors']",29,['The XML parser in Splunk 4.0.0 through 4.1.4 allows remote authenticated users to obtain sensitive information and gain privileges via an XML External Entity (XXE) attack to unknown vectors.'],1
CVE-2005-1947,Cross-site request forgery (CSRF) vulnerability in Invision Gallery before 1.3.1 allows remote attackers to delete albums and images as another user via a link or IMG tag to the (1) albums or (2) delimg actions.,4.3,MEDIUM,2005-06-09T04:00:00.000,CWE-352,Cross-site request forgery (CSRF) vulnerability in Invision Gallery before 1.3.1 allows remote attackers to delete albums and images as another user via a link or IMG tag to the (1) albums or (2) delimg actions.,{'version': ['1.3.1']},"['cross-site', 'request', 'forgery', 'csrf', 'vulnerability', 'in', 'invision', 'gallery', 'before', '1.3.1', 'allows', 'remote', 'attackers', 'to', 'delete', 'albums', 'and', 'images', 'as', 'another', 'user', 'via', 'link', 'or', 'img', 'tag', 'to', 'the', 'albums', 'or', 'delimg', 'actions']",32,['Cross-site request forgery (CSRF) vulnerability in Invision Gallery before 1.3.1 allows remote attackers to delete albums and images as another user via a link or IMG tag to the (1) albums or (2) delimg actions.'],1
CVE-2000-0120,The Remote Access Service invoke.cfm template in Allaire Spectra 1.0 allows users to bypass authentication via the bAuthenticated parameter.,7.5,HIGH,2000-01-01T05:00:00.000,Unknown,The Remote Access Service invoke.cfm template in Allaire Spectra 1.0 allows users to bypass authentication via the bAuthenticated parameter.,{'version': ['1.0']},"['the', 'remote', 'access', 'service', 'invoke.cfm', 'template', 'in', 'allaire', 'spectra', '1.0', 'allows', 'users', 'to', 'bypass', 'authentication', 'via', 'the', 'bauthenticated', 'parameter']",19,['The Remote Access Service invoke.cfm template in Allaire Spectra 1.0 allows users to bypass authentication via the bAuthenticated parameter.'],1
CVE-2004-0594,"The memory_limit functionality in PHP 4.x up to 4.3.7, and 5.x up to 5.0.0RC3, under certain conditions such as when register_globals is enabled, allows remote attackers to execute arbitrary code by triggering a memory_limit abort during execution of the zend_hash_init function and overwriting a HashTable destructor pointer before the initialization of key data structures is complete.",5.1,MEDIUM,2004-07-27T04:00:00.000,CWE-367,"The memory_limit functionality in PHP 4.x up to 4.3.7, and 5.x up to 5.0.0RC3, under certain conditions such as when register_globals is enabled, allows remote attackers to execute arbitrary code by triggering a memory_limit abort during execution of the zend_hash_init function and overwriting a HashTable destructor pointer before the initialization of key data structures is complete.","{'version': ['4.3.7', '5.0.0']}","['the', 'memory_limit', 'functionality', 'in', 'php', '4.x', 'up', 'to', '4.3.7', 'and', '5.x', 'up', 'to', '5.0.0rc3', 'under', 'certain', 'conditions', 'such', 'as', 'when', 'register_globals', 'is', 'enabled', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'code', 'by', 'triggering', 'memory_limit', 'abort', 'during', 'execution', 'of', 'the', 'zend_hash_init', 'function', 'and', 'overwriting', 'hashtable', 'destructor', 'pointer', 'before', 'the', 'initialization', 'of', 'key', 'data', 'structures', 'is', 'complete']",54,"['The memory_limit functionality in PHP 4.x up to 4.3.7, and 5.x up to 5.0.0RC3, under certain conditions such as when register_globals is enabled, allows remote attackers to execute arbitrary code by triggering a memory_limit abort during execution of the zend_hash_init function and overwriting a HashTable destructor pointer before the initialization of key data structures is complete.']",1
CVE-2004-2560,"DokuWiki before 2004-10-19, when used on a web server that permits execution based on file extension, allows remote attackers to execute arbitrary code by uploading a file with an appropriate extension such as "".php"" or "".cgi"".",7.5,HIGH,2004-12-31T05:00:00.000,Unknown,"DokuWiki before 2004-10-19, when used on a web server that permits execution based on file extension, allows remote attackers to execute arbitrary code by uploading a file with an appropriate extension such as "".php"" or "".cgi"".",{},"['dokuwiki', 'before', '2004-10-19', 'when', 'used', 'on', 'web', 'server', 'that', 'permits', 'execution', 'based', 'on', 'file', 'extension', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'code', 'by', 'uploading', 'file', 'with', 'an', 'appropriate', 'extension', 'such', 'as', '``', '.php', ""''"", 'or', '``', '.cgi', ""''""]",38,"['DokuWiki before 2004-10-19, when used on a web server that permits execution based on file extension, allows remote attackers to execute arbitrary code by uploading a file with an appropriate extension such as "".php"" or "".cgi"".']",1
CVE-2002-0244,Directory traversal vulnerability in chroot function in AtheOS 0.3.7 allows attackers to escape the jail via a .. (dot dot) in the pathname argument to chdir.,7.5,HIGH,2002-05-29T04:00:00.000,Unknown,Directory traversal vulnerability in chroot function in AtheOS 0.3.7 allows attackers to escape the jail via a .. (dot dot) in the pathname argument to chdir.,{'version': ['0.3.7']},"['directory', 'traversal', 'vulnerability', 'in', 'chroot', 'function', 'in', 'atheos', '0.3.7', 'allows', 'attackers', 'to', 'escape', 'the', 'jail', 'via', '..', 'dot', 'dot', 'in', 'the', 'pathname', 'argument', 'to', 'chdir']",25,['Directory traversal vulnerability in chroot function in AtheOS 0.3.7 allows attackers to escape the jail via a .. (dot dot) in the pathname argument to chdir.'],1
